,cum_power,Elec_kW,Gas_mxm
7/24/2019,30993,-13,0
7/25/2019,31017,-13,0
7/26/2019,31040,-14,0
7/27/2019,31061,-10,0
7/28/2019,31064,10,0
7/29/2019,31078,0,0
7/30/2019,31093,-2,0
7/31/2019,31114,-9,0
8/1/2019,31129,0,0
8/2/2019,31144,1,0
8/3/2019,31166,-7,0
8/4/2019,31173,9,0
8/5/2019,31190,-6,0
8/6/2019,31207,-4,0
8/7/2019,31224,-4,0
8/8/2019,31245,-10,0
8/9/2019,31266,-8,0
8/10/2019,31277,0,0
8/11/2019,31298,-8,0
8/12/2019,31311,2,0
8/13/2019,31322,6,1
8/14/2019,31336,3,3
8/15/2019,31348,1,3
8/16/2019,31361,2,2
8/17/2019,31375,-5,1
8/18/2019,31380,15,1
8/19/2019,31395,0,1
8/20/2019,31410,0,1
8/21/2019,31432,-6,2
8/22/2019,31454,-8,2
8/23/2019,31478,-9,2
8/24/2019,31500,0,1
8/25/2019,31522,-15,2
8/26/2019,31542,-6,1
8/27/2019,31561,-7,1
8/28/2019,31580,-9,0
8/29/2019,31596,1,1
8/30/2019,31616,-6,0
8/31/2019,31638,-10,1
9/1/2019,31653,-1,1
9/2/2019,31670,-5,2
9/3/2019,31687,-6,2
9/4/2019,31695,8,2
9/5/2019,31704,7,2
9/6/2019,31712,7,4
9/7/2019,31729,3,4
9/8/2019,31739,1,5
9/9/2019,31759,1,4
9/10/2019,31775,-1,5
9/11/2019,31790,0,4
9/12/2019,31794,8,5
9/13/2019,31809,-1,1
9/14/2019,31821,4,2
9/15/2019,31832,-4,3
9/16/2019,31840,4,2
9/17/2019,31865,4,2
9/18/2019,31879,4,4
9/19/2019,31888,4,5
9/20/2019,31900,5,5
9/21/2019,31916,-7,6
9/22/2019,31933,2,4
9/23/2019,31942,3,2
9/24/2019,31955,2,2
9/25/2019,31958,12,4
9/26/2019,31963,14,4
9/27/2019,31966,14,4
9/28/2019,31976,8,6
9/29/2019,31984,6,4
9/30/2019,31990,10,5
10/1/2019,31997,9,5
10/2/2019,32002,11,5
10/3/2019,32011,10,7
10/4/2019,32015,10,7
10/5/2019,32018,13,8
10/6/2019,32025,11,8
10/7/2019,32028,15,8
10/8/2019,32031,16,8
10/9/2019,32037,10,8
10/10/2019,32043,6,8
10/11/2019,32053,7,8
10/12/2019,32055,15,7
10/13/2019,32060,12,6
10/14/2019,32067,12,3
10/15/2019,32075,7,4
10/16/2019,32080,13,4
10/17/2019,32087,12,7
10/18/2019,32094,11,6
10/19/2019,32094,11,6
10/20/2019,32099,14,9
10/21/2019,32101,13,7
10/22/2019,32103,14,8
10/23/2019,32111,9,7
10/24/2019,32118,9,6
10/25/2019,32126,11,5
10/26/2019,32131,8,7
10/27/2019,32138,9,5
10/28/2019,32145,11,8
10/29/2019,32149,11,9
10/30/2019,32155,16,11
10/31/2019,32160,9,11
11/1/2019,32170,9,16
11/2/2019,32172,14,11
11/3/2019,32176,12,9
11/4/2019,32178,9,8
11/5/2019,32184,7,10
11/6/2019,32189,11,10
11/7/2019,32193,10,10
11/8/2019,32196,10,12
11/9/2019,32203,7,13
11/10/2019,32208,8,14
11/11/2019,32215,8,13
11/12/2019,32216,17,15
11/13/2019,32223,8,14
11/14/2019,32226,13,15
11/15/2019,32229,12,14
11/16/2019,32231,12,15
11/17/2019,32235,13,14
11/18/2019,32238,13,14
11/19/2019,32238,13,15
11/20/2019,32244,9,16
